date,ticker,y_up,Score,Ts,avgTs,compVolPct,compSentPct,TVolComp,MVolComp,close,volume,ret1
2022-10-05,AAPL,0,0,0,0,,,,,146.39999389648438,79471000,0
2022-10-06,AAPL,0,59669770171337430,59669770171337420,59669770171337420,,,,,145.42999267578125,68402200,-0.6625691674474984
2022-10-07,AAPL,1,-10.816708678400031,-0.5608818734720291,-0.5608818734720291,,,,,140.08999633789062,85925600,-3.6718672947990223
2022-10-10,AAPL,0,-8.498058154274016,-11.446508062242259,-11.446508062242259,,,,,140.4199981689453,74899000,0.23556416566586114
2022-10-11,AAPL,0,-0.9349825807089127,-1.0809390296896124,-1.0809390296896124,,,,,138.97999572753906,77033700,-1.0254966957581935
2022-10-12,AAPL,1,0.35213048368829547,-7.005511002334741,-7.005511002334741,,,,,138.33999633789062,70433700,-0.46049748836020493
2022-10-13,AAPL,0,0.8310136128504473,40.02719084979138,40.02719084979138,,,,,142.99000549316406,113224000,3.361290500482559
2022-10-14,AAPL,1,0.0994477996896137,7.819476395990579,7.819476395990579,,,,,138.3800048828125,88598000,-3.224001981433558
2022-10-17,AAPL,1,0.8423547413902092,4.074158923656971,4.074158923656971,,,,,142.41000366210938,85250900,2.9122695744299842
2022-10-18,AAPL,1,1.2907172058410303,18.977774996156906,18.977774996156906,,,,,143.75,99136600,0.9409425626236072
2022-10-19,AAPL,0,1.139209631343754,-23.72347096985099,-23.72347096985099,,,,,143.86000061035156,61758300,0.0765221637228261
2022-10-20,AAPL,1,2251799813685249,2251799813685229,2251799813685229,,,,,143.38999938964844,64522000,-0.326707367377354
2022-10-21,AAPL,1,39.4892786626244,46.116265151298236,46.116265151298236,,,,,147.27000427246094,86548600,2.70591038379808
2022-10-24,AAPL,1,24.626355547507618,18.66456590292678,18.66456590292678,,,,,149.4499969482422,75981900,1.4802693097965112
2022-10-25,AAPL,0,18420444311132230,18420444311132224,18420444311132224,,,,,152.33999633789062,74732300,1.9337567404898024
2022-10-26,AAPL,0,-2.878787765691017,6.161905076915117,6.161905076915117,,,,,149.35000610351562,88194300,-1.962708616418233
2022-10-27,AAPL,1,-8.765541571287672,23.499375723562437,23.499375723562437,,,,,144.8000030517578,109180200,-3.0465369037910657
2022-10-28,AAPL,0,5.0129954970891015,94.14690772604388,94.14690772604388,,,,,155.74000549316406,164762400,7.55525014560657
2022-10-31,AAPL,0,1.9504966626450877,13.650565432239572,13.650565432239572,,,,,153.33999633789062,97943200,-1.5410357458724897
2022-11-01,AAPL,0,-1.1766082837370972,-3.123986433199878,-3.123986433199878,,,,,150.64999389648438,80379300,-1.7542731874590145
2022-11-02,AAPL,0,92494660259981.77,92494660259990.11,92494660259990.11,,,,,145.02999877929688,93604600,-3.7304980716090492
2022-11-03,AAPL,0,-25.50455468352084,-14.100065779414294,-14.100065779414294,,,,,138.8800048828125,97918500,-4.240497792352109
2022-11-04,AAPL,1,-26.447835136722055,28.203859685422458,28.203859685422458,,,,,138.3800048828125,140814800,-0.36002302881678466
2022-11-07,AAPL,1,-12.018310875960712,-20.048564056629083,-20.048564056629083,,,,,138.9199981689453,83374600,0.3902249364639836
2022-11-08,AAPL,0,-8.68190914671465,-8.330728471412456,-8.330728471412456,,,,,139.5,89908500,0.41750780211595423
2022-11-09,AAPL,1,-7.730438663154241,-21.636606817672742,-21.636606817672742,,,,,134.8699951171875,74917800,-3.3189999159946235
2022-11-10,AAPL,1,-3.0574728630876535,28.626833435505898,28.626833435505898,,,,,146.8699951171875,118854000,8.897457132383888
2022-11-11,AAPL,0,-2.8620625651059344,1.0226997255657126,1.0226997255657126,,,,,149.6999969482422,93979700,1.9268754171310691
2022-11-14,AAPL,1,-1.9865420854084983,-17.50677190480334,-17.50677190480334,,,,,148.27999877929688,73374100,-0.9485625904429829
2022-11-15,AAPL,0,-0.8639864466484496,1.7365290596560685,1.7365290596560685,,,,,150.0399932861328,89868300,1.1869399253607704
2022-11-16,AAPL,1,-0.3737166633724571,-25.435840008328494,-25.435840008328494,,,,,148.7899932861328,64218300,-0.833111207633951
2022-11-17,AAPL,1,1.54240893883647,-6.888925073743351,-6.888925073743351,,,,,150.72000122070312,80389400,1.297135574741765
2022-11-18,AAPL,0,0.640657475904598,-13.208779051804044,-13.208779051804044,,,,,151.2899932861328,74829600,0.3781794458686566
2022-11-21,AAPL,1,-1.3995282848633612,-31.91291662455356,-31.91291662455356,,,,,148.00999450683594,58724100,-2.168020969565023
2022-11-22,AAPL,1,0.6801357801730088,-37.61163049662074,-37.61163049662074,,,,,150.17999267578125,51804100,1.4661159715434553
2022-11-23,AAPL,0,3.4438119123727287,-27.674012902059523,-27.674012902059523,,,,,151.07000732421875,58301400,0.5926319695320028
2022-11-25,AAPL,0,-0.6444387377540584,-54.79408602002446,-54.79408602002446,,,,,148.11000061035156,35195900,-1.9593609388755584
2022-11-28,AAPL,0,0.30771551447976586,-8.604997088541706,-8.604997088541706,,,,,144.22000122070312,69246000,-2.6264258818567323
2022-11-29,AAPL,1,0.348957795809941,10.17978964186962,10.17978964186962,,,,,141.1699981689453,83763800,-2.114826671711314
2022-11-30,AAPL,1,6.340477915696517,46.80176133105433,46.80176133105433,,,,,148.02999877929688,111380900,4.85938988406152
2022-12-01,AAPL,0,4.657804634979445,-3.493386692980075,-3.493386692980075,,,,,148.30999755859375,71250400,0.1891500247286599
2022-12-02,AAPL,0,1.6431341390116665,-13.014609287799043,-13.014609287799043,,,,,147.80999755859375,65447400,-0.33713168918532405
2022-12-05,AAPL,0,-1.8267605885041458,-10.125759893154935,-10.125759893154935,,,,,146.6300048828125,68826400,-0.7983172283819882
2022-12-06,AAPL,0,-6.385095262950168,-18.025008824411813,-18.025008824411813,,,,,142.91000366210938,64727200,-2.5369986338581727
2022-12-07,AAPL,1,-7.51617891713054,-11.2232903781002,-11.2232903781002,,,,,140.94000244140625,69721100,-1.3784907775671995
2022-12-08,AAPL,0,3.7544207352785044,-9.488400968828042,-9.488400968828042,,,,,142.64999389648438,62128300,1.213276163940063
2022-12-09,AAPL,1,6.177715750505395,15.11008728221533,15.11008728221533,,,,,142.16000366210938,76097000,-0.34349124103753353
2022-12-12,AAPL,1,6.835865825706258,9.514383887849066,9.514383887849066,,,,,144.49000549316406,70462700,1.6389995575638232
2022-12-13,AAPL,0,7.213806432365618,44.42289224958961,44.42289224958961,,,,,145.47000122070312,93886200,0.6782446468835015
2022-12-14,AAPL,0,4.488589709531411,21.991316348909272,21.991316348909272,,,,,143.2100067138672,82291200,-1.5535811424151538
2022-12-15,AAPL,0,2.0584366197999415,44.76087995805011,44.76087995805011,,,,,136.5,98931900,-4.685431463789918
2022-12-16,AAPL,0,-0.8327287584040048,114.91030943800142,114.91030943800142,,,,,134.50999450683594,160156900,-1.4578794821714745
