symbol,date,open,high,low,close,adjclose,volume,dailyReturn,SMA20,RSI14,MACD,BB_upper,BB_lower,ATR14,Volatility5,VWAPratio,OBV,NewsSentMA3d,peRatio,earningsGrowth,debtToEquity,revenue,netIncome
NVDA,2025-03-13,117.02999877929688,117.76000213623047,113.79000091552734,115.58000183105469,115.58000183105469,299033100,-0.001382,0,0,0,0,0,0,3.548677323089804,0.9988765033729075,573365200,0,0,0,0,0,0
NVDA,2025-03-14,118.61000061035156,121.87999725341797,118.1500015258789,121.66999816894531,121.66999816894531,277593500,0.052691,0,0,0,0,0,0,5.3060008000371806,1.009151223628756,850958700,0,0,0,0,0,0
NVDA,2025-03-17,122.73999786376953,122.88999938964844,118.02999877929688,119.52999877929688,119.52999877929688,255501500,-0.017589,0,44.65039238614858,0,0,0,7.6592848641531805,4.4032637868478774,0.9948397818668351,595457200,0,0,0,0,0,0
NVDA,2025-03-18,118,119.0199966430664,114.54000091552734,115.43000030517578,115.43000030517578,299686900,-0.034301,0,37.95775649626061,0,0,0,7.508570534842355,2.5510068422930634,0.9922633973329628,295770300,0,0,0,0,0,0
NVDA,2025-03-19,117.2699966430664,120.44999694824219,115.68000030517578,117.5199966430664,117.5199966430664,273426200,0.018106,0,47.68363097429953,0,0,0,6.795713697160993,2.3869183125966082,0.9969178453666135,569196500,0,0,0,0,0,0
NVDA,2025-03-20,116.55000305175781,120.19999694824219,116.47000122070312,118.52999877929688,118.52999877929688,248829700,0.008594,0,43.97283526522116,0,0,0,6.441428048270089,2.073138250883617,1.0010979712640744,818026200,0,0,0,0,0,0
NVDA,2025-03-21,116.94000244140625,117.98999786376953,115.41999816894531,117.69999694824219,117.69999694824219,266498500,-0.007002,0,54.234527398191595,0,0,0,5.760713849748884,1.3575178854541778,1.0056677334839554,551527700,0,0,0,0,0,0
NVDA,2025-03-24,119.87999725341797,122.22000122070312,119.33999633789062,121.41000366210938,121.41000366210938,228452500,0.031521,117.62199974060059,56.05451914618284,0,129.07946121294066,106.1645382682605,5.426428658621652,1.9372510436718704,1.0034713881626236,779980200,0,0,0,0,0,0
NVDA,2025-03-25,120.55000305175781,121.29000091552734,118.91999816894531,120.69000244140625,120.69000244140625,167447200,-0.005930,117.325,53.837445698641496,0,128.1219584736969,106.5280415263031,5.335000719342913,1.5887759716659116,1.0032419113144724,612533000,0,0,0,0,0,0
NVDA,2025-03-26,118.7300033569336,118.83999633789062,112.70999908447266,113.76000213623047,113.76000213623047,293463300,-0.057420,116.44900016784668,53.59477438861667,0,125.22956126761164,107.66843906808171,5.399286542619977,2.6958893603264866,0.9883293528180617,319069700,0,0,0,0,0,0
NVDA,2025-03-27,111.3499984741211,114.44999694824219,110.66000366210938,111.43000030517578,111.43000030517578,236902100,-0.020482,116.01300010681152,48.58680764904233,0,124.88072014793156,107.14528006569148,5.247142791748047,3.8749634533628883,0.9933143162955991,82167600,0,0,0,0,0,0
NVDA,2025-03-28,111.48999786376953,112.87000274658203,109.06999969482422,109.66999816894531,109.66999816894531,229872500,-0.015795,115.25050010681153,53.310355640973405,0,123.52640764306796,106.9745925705551,5.002142769949777,4.803901778971508,0.9921594460398355,-147704900,0,0,0,0,0,0
NVDA,2025-03-31,105.12999725341797,110.95999908447266,103.6500015258789,108.37999725341797,108.37999725341797,299212700,-0.011763,114.96650009155273,49.52665061211922,0,123.75998200386898,106.17301817923648,4.990713936941964,4.344720878066287,1.0066565339815605,-446917600,0,0,0,0,0,0
NVDA,2025-04-01,108.5199966430664,110.19999694824219,106.47000122070312,110.1500015258789,110.1500015258789,222614000,0.016331,114.6745002746582,41.99828933855152,0,123.69749815333734,105.65150239597907,4.685713631766183,1.8242756551626693,1.0111070463441714,-224303600,0,0,0,0,0,0
NVDA,2025-04-02,107.29000091552734,111.9800033569336,106.79000091552734,110.41999816894531,110.41999816894531,220601200,0.002451,114.33050003051758,42.636982871316704,-2.814567877939382,123.45095236106373,105.21004769997144,4.772856576102121,0.9976582572672427,1.0062881377018675,-3702400,0,0,0,0,0,0
NVDA,2025-04-03,103.51000213623047,105.62999725341797,101.5999984741211,101.80000305175781,101.80000305175781,338769400,-0.078066,113.89200019836426,23.55604039983949,-3.524181778740939,124.4270806752549,103.35691972147362,4.952856881277902,3.2192195315540424,0.9882536011443475,-342471800,0,0,0,0,0,0
NVDA,2025-04-04,98.91000366210938,100.12999725341797,92.11000061035156,94.30999755859375,94.30999755859375,532273800,-0.073576,112.97299995422364,20.619765458407016,-4.637478785618583,126.53809046681845,99.40790944162883,5.297857012067523,6.194169678426029,0.9873669418795616,-874745600,0,0,0,0,0,0
NVDA,2025-04-07,87.45999908447266,101.75,86.62000274658203,97.63999938964844,97.63999938964844,611041300,0.035309,112.50599975585938,28.8968044705519,-5.191230097525562,127.43839084012406,97.5736086715947,6.022142682756696,6.508028214668724,1.0241599803541959,-263704300,0.5555555555555556,0,0,0,0,0
NVDA,2025-04-08,103.80999755859375,105.8499984741211,94.45999908447266,96.30000305175781,96.30000305175781,476243400,-0.013724,111.88299980163575,24.371998806571526,-5.672815817882409,128.34945521629598,95.4165443869755,6.477142878941128,5.716780574392181,0.9740062997228252,-739947700,1.5555555555555556,0,0,0,0,0
NVDA,2025-04-09,98.88999938964844,115.0999984741211,97.52999877929688,114.33000183105469,114.33000183105469,612918300,0.187227,111.8125,46.40534407490544,-4.547188592829116,128.22428082997106,95.40071917002892,7.553571428571429,7.160834909292997,1.0490274237019126,-127029400,1.5555555555555556,0,0,0,0,0
NVDA,2025-04-10,109.37000274658203,110.86000061035156,99.1500015258789,107.56999969482422,107.56999969482422,437812400,-0.059127,111.41199989318848,42.12898594282876,-4.152726537425906,127.82741631883134,94.99658346754562,8.415714263916016,7.66400743402133,1.0161534014227602,-564841800,1.8333333333333333,0,0,0,0,0
NVDA,2025-04-11,108.5,111.55000305175781,107.4800033569336,110.93000030517578,110.93000030517578,313417300,0.031235,110.875,41.81249835342189,-3.5283163138491886,126.60120678617734,95.14879321382266,8.383571079799108,7.184033812241672,1.008576779440165,-251424500,1.5,0,0,0,0,0
NVDA,2025-04-14,114.11000061035156,114.29000091552734,109.06999969482422,110.70999908447266,110.70999908447266,264705000,-0.001983,110.43400001525879,42.14173058436469,-3.01644724672866,125.65107267138889,95.21692735912869,8.578570774623326,6.2139782605438745,0.9941928265238469,-516129500,2.3333333333333335,0,0,0,0,0
NVDA,2025-04-15,110.97000122070312,113.62000274658203,110.5,112.19999694824219,112.19999694824219,228966900,0.013459,110.2724998474121,48.65655782932049,-2.4621745326813453,125.34189652608427,95.20310316873994,8.231427873883929,2.203328758253274,1.000832514123919,-287162600,1.8333333333333333,0,0,0,0,0
NVDA,2025-04-16,104.55000305175781,106.79000091552734,100.44999694824219,104.48999786376953,104.48999786376953,397016900,-0.068717,109.62099990844726,44.53026310346055,-2.61489897675969,124.506265490722,94.73573432617252,8.799999782017299,2.796855407578291,1.005581746664156,-684179500,1.1666666666666667,0,0,0,0,0
NVDA,2025-04-17,104.44999694824219,104.47000122070312,100.05000305175781,101.48999786376953,101.48999786376953,290833400,-0.028711,108.7689998626709,43.67656132762788,-2.944071701017535,123.466486104093,94.0715136212488,8.845713479178292,4.201493387598808,0.9949674568341845,-975012900,0.22222222222222224,0,0,0,0,0
NVDA,2025-04-21,98.7699966430664,99.44000244140625,95.04000091552734,96.91000366210938,96.91000366210938,288501100,-0.045128,107.72950019836426,41.562457942635966,-3.5337755472093306,122.69173532540685,92.76726507132167,8.78428486415318,5.698145399805112,0.9977350080070807,-1263514000,0,0,0,0,0,0
NVDA,2025-04-22,98.77999877929688,99.80999755859375,97.27999877929688,98.88999938964844,98.88999938964844,241004800,0.020431,106.6034999847412,41.7424430875354,-3.7975749065905546,120.63892281334668,92.56807715613573,8.724999019077845,5.346255186624889,1.0023312468794054,-1022509200,0.2222222222222222,0,0,0,0,0
NVDA,2025-04-23,104.5199966430664,104.80000305175781,102.0199966430664,102.70999908447266,102.70999908447266,247526000,0.038629,105.70449981689453,44.62567937839091,-3.656248789064648,118.23870295591931,93.17029667786974,8.776427677699498,2.7008306888201146,0.9954770085891509,-774983200,0.6666666666666666,0,0,0,0,0
NVDA,2025-04-24,103.4800033569336,106.54000091552734,103.11000061035156,106.43000030517578,106.43000030517578,220815000,0.036218,105.3379997253418,53.464011413383425,-3.2071043114134454,117.32532660543647,93.35067284524713,8.419999258858818,3.268647748983889,1.010155653840411,-554168200,0.4444444444444444,0,0,0,0,0
NVDA,2025-04-25,106.8499984741211,111.91999816894531,105.7300033569336,111.01000213623047,111.01000213623047,250407100,0.043033,105.31699981689454,63.063209519175004,-2.4533060211876148,117.26296439923391,93.37103523455517,8.169998713902064,5.095268305399326,1.0132964239575522,-303761100,0.22222222222222224,0,0,0,0,0
MSFT,2025-02-25,401.1000061035156,401.9200134277344,396.70001220703125,397.8999938964844,397.8999938964844,29387400,0.000000,0,0,0,0,0,0,0,0.9976431335909434,0,0,0,0,0,0,0
MSFT,2025-02-26,398.010009765625,403.6000061035156,394.25,399.7300109863281,399.7300109863281,19619000,0.004599,0,0,0,0,0,0,0,1.001344391060443,19619000,0,0,0,0,0,0
MSFT,2025-02-27,401.2699890136719,405.739990234375,392.1700134277344,392.5299987792969,392.5299987792969,21127400,-0.018012,0,0,0,0,0,0,0,0.9892056667474528,-1508400,0,0,0,0,0,0
MSFT,2025-02-28,392.6600036621094,397.6300048828125,386.57000732421875,396.989990234375,396.989990234375,32845700,0.011362,0,0,0,0,0,0,0,1.008279758753041,31337300,0,0,0,0,0,0
MSFT,2025-03-03,398.82000732421875,398.82000732421875,386.1600036621094,388.489990234375,388.489990234375,23007700,-0.021411,0,0,0,0,0,0,4.077799575864334,0.9931825862533716,8329600,0,0,0,0,0,0
MSFT,2025-03-04,383.3999938964844,392.5799865722656,381,388.6099853515625,388.6099853515625,29342900,0.000309,0,0,0,0,0,0,4.487357818961416,1.0031320044216472,37672500,0,0,0,0,0,0
MSFT,2025-03-05,389.3399963378906,401.6700134277344,388.80999755859375,401.0199890136719,401.0199890136719,23433100,0.031934,0,0,0,0,0,0,4.871954283052361,1.009702028569883,61105600,0,0,0,0,0,0
MSFT,2025-03-06,394.2799987792969,402.1499938964844,392.67999267578125,396.8900146484375,396.8900146484375,23304600,-0.010299,0,0,0,0,0,0,5.003697871843282,0.9991189564039245,37801000,0,0,0,0,0,0
MSFT,2025-03-07,392.32000732421875,394.79998779296875,385.5400085449219,393.30999755859375,393.30999755859375,22034100,-0.009020,0,0,0,0,0,0,4.836455390697042,1.005350827599332,15766900,0,0,0,0,0,0
MSFT,2025-03-10,385.8399963378906,386.3999938964844,377.2200012207031,380.1600036621094,380.1600036621094,32840100,-0.033434,0,0,0,0,0,0,7.1925827243212,0.9971148404444119,-17073200,0,0,0,0,0,0
MSFT,2025-03-11,379,386,376.9100036621094,380.45001220703125,380.45001220703125,30380200,0.000763,0,0,0,0,0,0,8.570023871854241,0.9982420416840281,13307000,0,0,0,0,0,0
MSFT,2025-03-12,382.95001220703125,385.2200012207031,378.95001220703125,383.2699890136719,383.2699890136719,24253600,0.007412,0,0,0,0,0,0,6.943486979512482,1.0020654366194022,37560600,0,0,0,0,0,0
MSFT,2025-03-13,383.1600036621094,385.32000732421875,377.45001220703125,378.7699890136719,378.7699890136719,20473000,-0.011741,0,0,0,0,0,0,5.265845362236274,0.9954184334629035,17087600,0,0,0,0,0,0
MSFT,2025-03-14,379.7799987792969,390.2300109863281,379.510009765625,388.55999755859375,388.55999755859375,19952800,0.025847,0,0,0,0,0,0,3.4806506246084004,1.006371384139317,37040400,0,0,0,0,0,0
MSFT,2025-03-17,386.70001220703125,392.7099914550781,385.57000732421875,388.70001220703125,388.70001220703125,22474300,0.000360,0,43.69173066693786,0,0,0,10.715713500976562,4.083124704637944,0.9992459387847693,59514700,0,0,0,0,0,0
MSFT,2025-03-18,387.07000732421875,387.3699951171875,381.1000061035156,383.5199890136719,383.5199890136719,19486900,-0.013327,0,39.37326745667442,0,0,0,10.590713500976562,3.7258443377815413,0.9987586496362973,40027800,0,0,0,0,0,0
MSFT,2025-03-19,385.5299987792969,389.67999267578125,384,387.82000732421875,387.82000732421875,19185500,0.011212,0,46.79024818764249,0,0,0,10.061429704938616,3.852173627871508,1.0016874920126184,59213300,0,0,0,0,0,0
MSFT,2025-03-20,385.739990234375,391.7900085449219,383.2799987792969,386.8399963378906,386.8399963378906,18470500,-0.002527,0,42.73859827077357,0,0,0,9.879287719726562,1.9022830023847812,0.9988036813143389,40742800,0,0,0,0,0,0
MSFT,2025-03-21,383.2200012207031,391.739990234375,382.79998779296875,391.260009765625,391.260009765625,39675900,0.011426,0,52.10455634779898,0,0,0,9.613573346819196,2.524847558068426,1.0068451205931248,80418700,0,0,0,0,0,0
MSFT,2025-03-24,395.3999938964844,395.3999938964844,389.80999755859375,393.0799865722656,393.0799865722656,21004500,0.004652,389.89499816894534,53.31061957743734,0,402.7573791376829,377.03261720020777,9.185716901506696,3.36488818885938,1.0008062376046376,101423200,1,0,0,0,0,0
MSFT,2025-03-25,393.9200134277344,396.3599853515625,392.6400146484375,395.1600036621094,395.1600036621094,15775000,0.005292,389.75799865722655,44.8758483323691,0,402.3315357080776,377.1844616063755,8.518569946289062,3.1297426349475113,1.0011147204095194,117198200,1,0,0,0,0,0
MSFT,2025-03-26,395,395.30999755859375,388.57000732421875,389.9700012207031,389.9700012207031,16108400,-0.013134,389.26999816894534,44.059062749061916,0,400.98588648788666,377.554109850004,8.323569161551339,2.818612741090951,0.9966435213861056,101089800,1,0,0,0,0,0
MSFT,2025-03-27,390.1300048828125,392.239990234375,387.3999938964844,390.5799865722656,390.5799865722656,13766800,0.001564,389.17249755859376,47.53029806928318,0,400.8104401067119,377.53455501047563,7.858568464006696,1.888725131446746,1.0012988917055985,114856600,0,0,0,0,0,0
