date,predLabel,probUp,trueLabel,trueRet
2024-05-28,Up,0.82,Down,-0.002672
2024-05-29,Up,0.82,Down,-0.033786
2024-05-30,Up,0.82,Up,0.001109
2024-05-31,Up,0.82,Down,-0.003878
2024-06-03,Neutral,0.4547,Up,0.006167
2024-06-04,Up,0.8086,Up,0.019083
2024-06-05,Up,0.82,Up,0.001203
2024-06-06,Up,0.82,Down,-0.001578
2024-06-07,Up,0.82,Up,0.009484
2024-06-10,Up,0.82,Up,0.011242
2024-06-11,Up,0.82,Up,0.019368
2024-06-12,Up,0.82,Up,0.001179
2024-06-13,Up,0.82,Up,0.002242
2024-06-14,Up,0.82,Up,0.013105
2024-06-17,Up,0.82,Down,-0.004528
2024-06-18,Up,0.82,Down,-0.001434
2024-06-20,Up,0.82,Up,0.009154
2024-06-21,Up,0.82,Down,-0.004691
2024-06-24,Up,0.82,Up,0.007327
2024-06-25,Up,0.82,Up,0.002683
2024-06-26,Up,0.82,Up,0.001526
2024-06-27,Up,0.82,Down,-0.013029
2024-06-28,Up,0.82,Up,0.021882
2024-07-01,Up,0.82,Up,0.005583
2024-07-02,Up,0.82,Up,0.003244
2024-07-03,Up,0.82,Up,0.014736
2024-07-05,Up,0.82,Down,-0.002823
2024-07-08,Up,0.82,Down,-0.014370
2024-07-09,Up,0.82,Up,0.014602
2024-07-10,Up,0.82,Down,-0.024772
2024-07-11,Up,0.82,Down,-0.002529
2024-07-12,Up,0.7131,Up,0.000904
2024-07-15,Up,0.82,Down,-0.009781
2024-07-16,Up,0.82,Down,-0.013348
2024-07-17,Down,0.3037,Down,-0.007102
2024-07-18,Neutral,0.486,Down,-0.007403
2024-07-19,Down,0.3585,Up,0.013338
2024-07-22,Up,0.6866,Up,0.004312
2024-07-23,Up,0.82,Down,-0.035855
2024-07-24,Up,0.6857,Down,-0.024481
2024-07-25,Down,0.2,Up,0.016420
2024-07-26,Up,0.6279,Up,0.003433
2024-07-29,Neutral,0.4229,Down,-0.008928
2024-07-30,Neutral,0.4668,Down,-0.010806
2024-07-31,Up,0.757,Down,-0.002964
2024-08-01,Up,0.82,Down,-0.020666
2024-08-02,Down,0.3457,Down,-0.032657
2024-08-05,Down,0.2,Up,0.011287
2024-08-06,Down,0.2,Down,-0.002953
2024-08-07,Down,0.2,Up,0.010692
2024-08-08,Neutral,0.5403,Up,0.008269
